ablation_type,ablation_details,pearson_corr,spearman_corr,pearson_delta,spearman_delta,pearson_p_value,spearman_p_value,pearson_ci_lower,pearson_ci_upper,spearman_ci_lower,spearman_ci_upper,pearson_mean_diff,spearman_mean_diff,observed_pearson_diff,observed_spearman_diff,pearson_mean_diff_boot,pearson_ci_95,pearson_p_value_boot,pearson_p_value_perm,spearman_mean_diff_boot,spearman_ci_95,spearman_p_value_boot,spearman_p_value_perm
dino_dim,dim_296,0.958032568220853,0.954025727991533,-4.3433726045094545e-05,-0.00012613974953512574,,,,,,,,,-4.3433726045094545e-05,-0.00012613974953512574,-4.332650207768245e-05,"(np.float64(-0.00018969370274116658), np.float64(9.777793343238359e-05))",0.9988,0.4352,-0.00012512009611441682,"(np.float64(-0.00038263356026315754), np.float64(0.00012129848159199803))",0.99,0.1523
dino_dim,dim_297,0.95800738663813,0.9540309287517578,-6.861530876811628e-05,-0.00012093898931031521,,,,,,,,,-6.861530876811628e-05,-0.00012093898931031521,-6.875406061729e-05,"(np.float64(-0.00019840225710365255), np.float64(5.3967408862199204e-05))",0.9986,0.1856,-0.00012159280608470004,"(np.float64(-0.00030243272012881963), np.float64(5.380675735939254e-05))",0.9927,0.0618
dino_dim,dim_298,0.9580753165196538,0.954059142567949,-6.854272442957665e-07,-9.272517311909034e-05,,,,,,,,,-6.854272442957665e-07,-9.272517311909034e-05,2.9818919050931257e-07,"(np.float64(-0.0001444593045941972), np.float64(0.00014008178678085687))",0.9847,0.9916,-9.066628597782771e-05,"(np.float64(-0.0003447292489076775), np.float64(0.00015392729982413136))",0.9842,0.3002
dino_dim,dim_299,0.958040563712548,0.9541775501517313,-3.5438234350149145e-05,2.5682410663252497e-05,,,,,,,,,-3.5438234350149145e-05,2.5682410663252497e-05,-3.6081029174160784e-05,"(np.float64(-0.00019338040353477303), np.float64(0.00011725976285985636))",0.9924,0.5618,2.4743660104888753e-05,"(np.float64(-0.00018306105028780827), np.float64(0.00023257558637115202))",0.9916,0.7295
dino_dim,dim_300,0.9579992583111525,0.9539748643930587,-7.674363574561305e-05,-0.00017700334800940798,,,,,,,,,-7.674363574561305e-05,-0.00017700334800940798,-7.680139650554068e-05,"(np.float64(-0.0001944908210119839), np.float64(3.895455223920136e-05))",0.9982,0.0935,-0.0001771050076847039,"(np.float64(-0.00038269915836132873), np.float64(1.6710665053994386e-05))",0.9994,0.0105
dino_dim,dim_301,0.9580818605147607,0.9541128337237262,5.858567862615516e-06,-3.903401734184353e-05,,,,,,,,,5.858567862615516e-06,-3.903401734184353e-05,5.845716828381442e-06,"(np.float64(-7.784453266094227e-05), np.float64(8.790577191837443e-05))",0.9996,0.8636,-3.929022204479623e-05,"(np.float64(-0.00017703100555975903), np.float64(9.611978088349806e-05))",0.9955,0.412
dino_dim,dim_302,0.9580686521261118,0.9541811709604991,-7.349820786317629e-06,2.9303219431064953e-05,,,,,,,,,-7.349820786317629e-06,2.9303219431064953e-05,-7.443518610061406e-06,"(np.float64(-0.00010170206169175133), np.float64(8.562667790266751e-05))",0.9986,0.8314,2.9408820398302217e-05,"(np.float64(-0.0001412194767055014), np.float64(0.00019345750320957111))",0.9985,0.6216
dino_dim,dim_303,0.9581068187337483,0.9541919185402169,3.0816786850129674e-05,4.0050799148816374e-05,,,,,,,,,3.0816786850129674e-05,4.0050799148816374e-05,3.0397112804776937e-05,"(np.float64(-0.000119083727039051), np.float64(0.00018042079913987088))",0.9941,0.6002,4.040664657661102e-05,"(np.float64(-0.00018484713186552924), np.float64(0.00027325256739638116))",0.9959,0.6354
dino_dim,dim_304,0.9580339309983328,0.9541008541132625,-4.207094856534255e-05,-5.101362780557395e-05,,,,,,,,,-4.207094856534255e-05,-5.101362780557395e-05,-4.170710837163945e-05,"(np.float64(-0.00014527906851988126), np.float64(6.415685909330268e-05))",0.9918,0.2976,-5.0841981641225944e-05,"(np.float64(-0.0001883747910526612), np.float64(8.55311058944197e-05))",0.9976,0.2638
dino_dim,dim_305,0.9580775340520579,0.9541305914570168,1.53210515974056e-06,-2.127628405124149e-05,,,,,,,,,1.53210515974056e-06,-2.127628405124149e-05,1.1647160387413203e-06,"(np.float64(-0.00010316036702421593), np.float64(0.00010480887299363127))",0.9921,0.9682,-2.1967655295564293e-05,"(np.float64(-0.0001794427150908895), np.float64(0.00013684236104607642))",0.991,0.7128
dino_dim,dim_306,0.9580400050637428,0.9540817326651831,-3.5996883155364756e-05,-7.013507588493617e-05,,,,,,,,,-3.5996883155364756e-05,-7.013507588493617e-05,-3.579361740651612e-05,"(np.float64(-0.00013547728421975825), np.float64(6.076488412462659e-05))",0.9964,0.3532,-6.989259950146553e-05,"(np.float64(-0.00022156940185428687), np.float64(7.990336655568363e-05))",0.9966,0.1878
dino_dim,dim_307,0.9580585980881757,0.9541338426013107,-1.7403858722397914e-05,-1.802513975734943e-05,,,,,,,,,-1.7403858722397914e-05,-1.802513975734943e-05,-1.7015423959772513e-05,"(np.float64(-0.00010571267740248857), np.float64(7.123228452156997e-05))",0.991,0.6233,-1.8057645517351527e-05,"(np.float64(-0.00015650462198272763), np.float64(0.00011863953270038368))",0.9995,0.7139
dino_dim,dim_308,0.958086422319578,0.9542121468689335,1.0420372679842416e-05,6.027912786543688e-05,,,,,,,,,1.0420372679842416e-05,6.027912786543688e-05,9.589351123993629e-06,"(np.float64(-0.00016612581196060404), np.float64(0.00019689241249343012))",0.9909,0.885,5.9602833836599366e-05,"(np.float64(-0.00022118612827216444), np.float64(0.00035164589702914577))",0.9945,0.5763
dino_dim,dim_309,0.9580418917573772,0.9540795272086487,-3.411018952093059e-05,-7.234053241933491e-05,,,,,,,,,-3.411018952093059e-05,-7.234053241933491e-05,-3.3326454711262864e-05,"(np.float64(-0.00019314406020349894), np.float64(0.00012767680296782837))",0.9911,0.5859,-7.235663948903944e-05,"(np.float64(-0.00033828775861662996), np.float64(0.00019566131746620526))",1.0,0.4538
dino_dim,dim_310,0.9579557672526094,0.9540806894963051,-0.00012023469428867894,-7.117824476299273e-05,,,,,,,,,-0.00012023469428867894,-7.117824476299273e-05,-0.00011984363444655468,"(np.float64(-0.00022634416199675711), np.float64(-1.653694088704805e-05))",0.9932,0.0026,-7.069966966726664e-05,"(np.float64(-0.00018858872998513354), np.float64(4.137768150953996e-05))",0.9913,0.074
dino_dim,dim_311,0.9580145944257557,0.9540319450309539,-6.140752114247583e-05,-0.0001199227101141842,,,,,,,,,-6.140752114247583e-05,-0.0001199227101141842,-6.191025615726773e-05,"(np.float64(-0.00016729188281443486), np.float64(4.563320205631521e-05))",0.9905,0.135,-0.0001211636814407333,"(np.float64(-0.00032630134983391903), np.float64(6.455331447345542e-05))",0.9861,0.0826
dino_dim,dim_312,0.9581352976782509,0.9541032927812446,5.9295731352770886e-05,-4.857495982346638e-05,,,,,,,,,5.9295731352770886e-05,-4.857495982346638e-05,5.9045699118939865e-05,"(np.float64(-5.073309780216806e-05), np.float64(0.00016595843982497794))",0.995,0.1699,-4.8434003020179285e-05,"(np.float64(-0.00020684074181091748), np.float64(0.0001069717170050921))",0.998,0.3732
dino_dim,dim_313,0.9580293813428055,0.9540753537792201,-4.6620604092662e-05,-7.651396184793491e-05,,,,,,,,,-4.6620604092662e-05,-7.651396184793491e-05,-4.6592226005729374e-05,"(np.float64(-0.00016900282812455148), np.float64(7.789707696468808e-05))",0.9994,0.3312,-7.682051677031718e-05,"(np.float64(-0.00029103551220541755), np.float64(0.00012862883331927512))",0.9977,0.3059
dino_dim,dim_314,0.9580480324539211,0.9540713157917554,-2.7969492977009125e-05,-8.055194931266829e-05,,,,,,,,,-2.7969492977009125e-05,-8.055194931266829e-05,-2.8666732427673724e-05,"(np.float64(-0.00021992125039937304), np.float64(0.00016152065400735035))",0.9927,0.7072,-8.193808914952014e-05,"(np.float64(-0.00040026472823423697), np.float64(0.00021338509028762584))",0.989,0.4807
dino_dim,dim_315,0.9580378802317739,0.9540870872243439,-3.8121715124184163e-05,-6.478051672420548e-05,,,,,,,,,-3.8121715124184163e-05,-6.478051672420548e-05,-3.874702805360536e-05,"(np.float64(-0.00017652500620105982), np.float64(9.309777691015293e-05))",0.9909,0.5199,-6.638937798410561e-05,"(np.float64(-0.00032202150986569087), np.float64(0.00019290395237401835))",0.9873,0.532
dino_dim,dim_316,0.958027563215009,0.9540938499793661,-4.843873188908887e-05,-5.801776170200057e-05,,,,,,,,,-4.843873188908887e-05,-5.801776170200057e-05,-4.8576605402331365e-05,"(np.float64(-0.0001089151998724991), np.float64(1.079759990165288e-05))",0.9954,0.0398,-5.798948463790519e-05,"(np.float64(-0.00015769623009107835), np.float64(3.4087163868015024e-05))",0.9995,0.0684
dino_dim,dim_317,0.9577168735034967,0.9537162027351435,-0.00035912844340146854,-0.00043566500592462365,,,,,,,,,-0.00035912844340146854,-0.00043566500592462365,-0.00035875664690626093,"(np.float64(-0.000710353470773567), np.float64(-1.2698255575280748e-05))",0.998,0.0077,-0.000431848860077716,"(np.float64(-0.0010028918248618367), np.float64(0.00014532696941202183))",0.9867,0.0435
dino_dim,dim_318,0.957868745548054,0.9539212512734666,-0.0002072563988441134,-0.00023061646760147436,,,,,,,,,-0.0002072563988441134,-0.00023061646760147436,-0.00020737620016540026,"(np.float64(-0.0004386765317471153), np.float64(3.1652088714393905e-05))",0.9987,0.0217,-0.00022959075993027472,"(np.float64(-0.0005991703968871337), np.float64(0.00014171298034642673))",0.9944,0.0964
dino_dim,dim_319,0.9581057802938215,0.9542778753039424,2.9778346923414745e-05,0.00012600756287428627,,,,,,,,,2.9778346923414745e-05,0.00012600756287428627,3.055295041796021e-05,"(np.float64(-0.00014962367287202905), np.float64(0.00020782605938584735))",0.9919,0.6738,0.00012636278417891788,"(np.float64(-0.00020097564010715274), np.float64(0.0004513853684091639))",0.9985,0.295
dino_dim,dim_320,0.9579924106529836,0.954002424438157,-8.359129391455333e-05,-0.00014944330291111196,,,,,,,,,-8.359129391455333e-05,-0.00014944330291111196,-8.350307048064047e-05,"(np.float64(-0.00016043928341034187), np.float64(-7.086384338383481e-06))",0.9983,0.0057,-0.0001490547147730242,"(np.float64(-0.00028218330362721254), np.float64(-1.986348240875907e-05))",0.9941,0.0005
dino_dim,dim_321,0.9581536084310798,0.9541634632253376,7.760648418164706e-05,1.1595484269544265e-05,,,,,,,,,7.760648418164706e-05,1.1595484269544265e-05,7.696195380989001e-05,"(np.float64(-4.357474875907208e-05), np.float64(0.0001987974588136313))",0.989,0.1093,1.0619832947381192e-05,"(np.float64(-0.00021192345012206737), np.float64(0.0002262972016155734))",0.9914,0.8828
dino_dim,dim_322,0.9580555950315763,0.9540716653692893,-2.0406915321791175e-05,-8.020237177874812e-05,,,,,,,,,-2.0406915321791175e-05,-8.020237177874812e-05,-2.1208247311919957e-05,"(np.float64(-0.0001172203306729902), np.float64(7.118536719455097e-05))",0.9817,0.5799,-8.03713129317222e-05,"(np.float64(-0.00022964865271154323), np.float64(7.03021795304537e-05))",0.9981,0.1242
dino_dim,dim_323,0.9580116214881804,0.9540893034811805,-6.438045871770548e-05,-6.256425988759862e-05,,,,,,,,,-6.438045871770548e-05,-6.256425988759862e-05,-6.41809858352545e-05,"(np.float64(-0.00016720182440545017), np.float64(3.817869948072954e-05))",0.9941,0.1096,-6.256120434513334e-05,"(np.float64(-0.00019782698369753715), np.float64(6.886964926940318e-05))",0.9999,0.187
dino_dim,dim_324,0.9580681839664634,0.9540076902923297,-7.817980434698946e-06,-0.00014417744873840288,,,,,,,,,-7.817980434698946e-06,-0.00014417744873840288,-1.0439651438417574e-05,"(np.float64(-0.000341319610553375), np.float64(0.00031100605225261295))",0.9824,0.9471,-0.00014589568416617892,"(np.float64(-0.0006699191704455315), np.float64(0.00033132545814256603))",0.9926,0.4376
dino_dim,dim_325,0.9581604037323157,0.9542552882223736,8.440178541757604e-05,0.00010342048130551618,,,,,,,,,8.440178541757604e-05,0.00010342048130551618,8.410576370265268e-05,"(np.float64(-8.985844126699616e-05), np.float64(0.00026109655815000624))",0.9966,0.2058,0.00010276474858215532,"(np.float64(-0.00012376194236930372), np.float64(0.00032575329219979563))",0.9936,0.2077
dino_dim,dim_326,0.9578838262043875,0.9538999785076336,-0.0001921757425106252,-0.0002518892334344436,,,,,,,,,-0.0001921757425106252,-0.0002518892334344436,-0.00019236876929949997,"(np.float64(-0.0004218954968362515), np.float64(2.766985814513222e-05))",0.9991,0.0236,-0.00025196241497943406,"(np.float64(-0.0005998154599742567), np.float64(8.941808344554591e-05))",0.9994,0.0417
dino_dim,dim_327,0.9579648177143549,0.9539559859515062,-0.00011118423254319332,-0.0001958817895618692,,,,,,,,,-0.00011118423254319332,-0.0001958817895618692,-0.00011035596371525489,"(np.float64(-0.0003045138976731482), np.float64(7.568868305892683e-05))",0.9909,0.1272,-0.00019422346863431035,"(np.float64(-0.0004783290912374105), np.float64(7.442527173133788e-05))",0.9899,0.0441
dino_dim,dim_328,0.9580166502608435,0.9540927908584237,-5.9351686054642805e-05,-5.907688264439326e-05,,,,,,,,,-5.9351686054642805e-05,-5.907688264439326e-05,-5.947352230999422e-05,"(np.float64(-0.00024863627323241434), np.float64(0.00012132984337476558))",0.9992,0.4174,-5.868734070247653e-05,"(np.float64(-0.00037561995810127204), np.float64(0.00024526465366982744))",0.9969,0.6069
dino_dim,dim_329,0.9580579419244273,0.9540569242948373,-1.8060022470844928e-05,-9.494344623073303e-05,,,,,,,,,-1.8060022470844928e-05,-9.494344623073303e-05,-1.86664092715229e-05,"(np.float64(-0.0001356956617195315), np.float64(0.00010221301670473343))",0.9902,0.704,-9.62377962187213e-05,"(np.float64(-0.0003192158577816573), np.float64(0.00013112460162600947))",0.9882,0.2352
dino_dim,dim_330,0.9580092382995258,0.9540039430710835,-6.676364737234763e-05,-0.0001479246699845893,,,,,,,,,-6.676364737234763e-05,-0.0001479246699845893,-6.663819659023103e-05,"(np.float64(-0.00020030736603688927), np.float64(6.233512654079445e-05))",0.9975,0.2034,-0.00014823855479322248,"(np.float64(-0.00036554350995431415), np.float64(6.714285770923708e-05))",0.9965,0.0574
dino_dim,dim_331,0.958132947398678,0.9542032174782509,5.694545177992172e-05,5.134973718279312e-05,,,,,,,,,5.694545177992172e-05,5.134973718279312e-05,5.643521400589969e-05,"(np.float64(-4.3496169344391935e-05), np.float64(0.00015479392284217515))",0.9896,0.142,5.0981051898276053e-05,"(np.float64(-0.0001285739592564733), np.float64(0.00021746264480521007))",0.9957,0.4321
dino_dim,dim_332,0.9579316905194399,0.9538477768509056,-0.00014431142745818804,-0.00030409089016247837,,,,,,,,,-0.00014431142745818804,-0.00030409089016247837,-0.0001436821016539093,"(np.float64(-0.0003300012455994794), np.float64(3.532450066004176e-05))",0.9928,0.0481,-0.00030355185389173195,"(np.float64(-0.00060411087810183), np.float64(-2.2795473469390916e-05))",0.9955,0.0049
dino_dim,dim_333,0.9581128550483028,0.9541399812451,3.68531014046658e-05,-1.1886495968060906e-05,,,,,,,,,3.68531014046658e-05,-1.1886495968060906e-05,3.741540887232576e-05,"(np.float64(-6.274898940750784e-05), np.float64(0.00013693785780484187))",0.9898,0.3447,-1.1056994945865639e-05,"(np.float64(-0.0001443949984618531), np.float64(0.00011451661545823067))",0.9878,0.7934
dino_dim,dim_334,0.9578307544583424,0.9538295095783194,-0.0002452474885556999,-0.000322358162748726,,,,,,,,,-0.0002452474885556999,-0.000322358162748726,-0.0002445348795745458,"(np.float64(-0.0004777133756210089), np.float64(-2.085925761259606e-05))",0.9928,0.0039,-0.0003202686389514884,"(np.float64(-0.000675208438322949), np.float64(2.9155415994705938e-05))",0.9868,0.0138
dino_dim,dim_335,0.957919044907527,0.9540595261798664,-0.0001569570393711306,-9.23415612016365e-05,,,,,,,,,-0.0001569570393711306,-9.23415612016365e-05,-0.00015675375518802332,"(np.float64(-0.0004083761859144186), np.float64(0.00010468330646064034))",0.9981,0.1071,-9.187084943192058e-05,"(np.float64(-0.00044828636056963524), np.float64(0.00026878544573423794))",0.9964,0.488
dino_dim,dim_336,0.9579459861647094,0.9540027145644439,-0.00013001578218874155,-0.00014915317662422822,,,,,,,,,-0.00013001578218874155,-0.00014915317662422822,-0.0001318094640607377,"(np.float64(-0.00036071813181925207), np.float64(9.120066297999056e-05))",0.9834,0.1452,-0.00015056218630293,"(np.float64(-0.00047102873654767286), np.float64(0.00016446522035920357))",0.9904,0.2257
dino_dim,dim_337,0.9579100090438208,0.9539418888472405,-0.00016599290307728332,-0.00020997889382756707,,,,,,,,,-0.00016599290307728332,-0.00020997889382756707,-0.0001665581829610394,"(np.float64(-0.00040296305404075695), np.float64(6.869273450169915e-05))",0.9953,0.0815,-0.00021055974080921817,"(np.float64(-0.0006020544507506653), np.float64(0.00017046461847426944))",0.9974,0.1427
dino_dim,dim_338,0.9578695583318438,0.9539211678283549,-0.00020644361505428588,-0.00023069991271318369,,,,,,,,,-0.00020644361505428588,-0.00023069991271318369,-0.0002065325166733544,"(np.float64(-0.00038987529837152424), np.float64(-1.4580515335328317e-05))",0.9994,0.0053,-0.00023031820256881833,"(np.float64(-0.0005108666569358178), np.float64(5.235688593188998e-05))",0.998,0.0249
dino_dim,dim_339,0.9578746468449585,0.953842869101121,-0.00020135510193963757,-0.0003089986399470446,,,,,,,,,-0.00020135510193963757,-0.0003089986399470446,-0.00020295063575498284,"(np.float64(-0.00044090121828814553), np.float64(3.86649358312935e-05))",0.9854,0.0319,-0.0003106805218963277,"(np.float64(-0.0007038266250228825), np.float64(6.563038177687804e-05))",0.9902,0.0326
dino_dim,dim_340,0.9580828929797506,0.9541800365677469,6.8910328524518505e-06,2.816882667877607e-05,,,,,,,,,6.8910328524518505e-06,2.816882667877607e-05,6.871387937940343e-06,"(np.float64(-0.00016871320805957878), np.float64(0.00017653213570154684))",0.9998,0.9211,2.87741111933563e-05,"(np.float64(-0.00022745108729108675), np.float64(0.00028938906586068277))",0.9956,0.7715
dino_dim,dim_341,0.9577593153509436,0.9537503856896973,-0.0003166865959545184,-0.00040148205137080506,,,,,,,,,-0.0003166865959545184,-0.00040148205137080506,-0.0003167312523006116,"(np.float64(-0.0005757701938017528), np.float64(-6.180110640779212e-05))",0.9996,0.0017,-0.00040250790959816987,"(np.float64(-0.0008338762386585224), np.float64(1.4328217699026102e-05))",0.9947,0.0081
dino_dim,dim_342,0.958062945945795,0.9540868836727702,-1.3056001103128878e-05,-6.498406829791303e-05,,,,,,,,,-1.3056001103128878e-05,-6.498406829791303e-05,-1.3515357136228478e-05,"(np.float64(-7.849339522276677e-05), np.float64(5.094848373661508e-05))",0.9849,0.6111,-6.509234998606733e-05,"(np.float64(-0.00017555140444215633), np.float64(4.124822556798696e-05))",0.9976,0.0723
dino_dim,dim_343,0.9580274081662368,0.9541602191059548,-4.859378066135456e-05,8.35136488674948e-06,,,,,,,,,-4.859378066135456e-05,8.35136488674948e-06,-4.777343439856564e-05,"(np.float64(-0.00018329092103756717), np.float64(8.919550567519807e-05))",0.989,0.3675,8.569741620382388e-06,"(np.float64(-0.0001900674497110827), np.float64(0.00020973919862540957))",0.9974,0.9112
dino_dim,dim_344,0.9580092286795926,0.9540078901999646,-6.677326730553101e-05,-0.00014397754110351269,,,,,,,,,-6.677326730553101e-05,-0.00014397754110351269,-6.686288594083295e-05,"(np.float64(-0.0001742101764904458), np.float64(3.5938080435790434e-05))",0.9984,0.1076,-0.00014396384143484012,"(np.float64(-0.0003084749373794382), np.float64(1.3267527405669711e-05))",0.9996,0.0099
dino_dim,dim_345,0.9581555378814404,0.9543164413847532,7.953593454224084e-05,0.00016457364368516192,,,,,,,,,7.953593454224084e-05,0.00016457364368516192,7.947841496568277e-05,"(np.float64(-3.533078961860503e-05), np.float64(0.00019921128386114748))",0.9986,0.0813,0.00016414918455317387,"(np.float64(-4.757917268042866e-06), np.float64(0.00034399495956394683))",0.9946,0.0076
dino_dim,dim_346,0.9579662610618929,0.9539656257826965,-0.00010974088500526058,-0.0001862419583715802,,,,,,,,,-0.00010974088500526058,-0.0001862419583715802,-0.00010843886485437131,"(np.float64(-0.0003455020821408622), np.float64(0.00012466010891115856))",0.9884,0.2408,-0.00018492402614005114,"(np.float64(-0.0004858357479548775), np.float64(0.00012509154384611037))",0.9901,0.1054
dino_dim,dim_347,0.9577742775169356,0.9539292362524913,-0.00030172442996256876,-0.0002226314885768188,,,,,,,,,-0.00030172442996256876,-0.0002226314885768188,-0.0003019317270046355,"(np.float64(-0.0006883318722467191), np.float64(8.323727194560468e-05))",0.9984,0.0386,-0.00022313016405935726,"(np.float64(-0.000730529960566505), np.float64(0.0002698304399096376))",0.9981,0.2547
dino_dim,dim_348,0.9580989982148023,0.9542679969897389,2.2996267904140666e-05,0.00011612924867077101,,,,,,,,,2.2996267904140666e-05,0.00011612924867077101,2.1925093311950317e-05,"(np.float64(-0.00019097090196329103), np.float64(0.00023772622168749958))",0.99,0.7891,0.00011513765245320516,"(np.float64(-0.00023070223303456593), np.float64(0.00046679894489337447))",0.9931,0.3683
dino_dim,dim_349,0.9580331907807368,0.9541709298810727,-4.28111661613384e-05,1.906214000457762e-05,,,,,,,,,-4.28111661613384e-05,1.906214000457762e-05,-4.259769218817682e-05,"(np.float64(-0.00012784393212910027), np.float64(4.4632224988898106e-05))",0.9943,0.216,1.876384805238104e-05,"(np.float64(-0.00011215298915142003), np.float64(0.00015544665305713078))",0.996,0.675
dino_dim,dim_350,0.9579489735944428,0.9541751057037245,-0.0001270283524553717,2.323796265646383e-05,,,,,,,,,-0.0001270283524553717,2.323796265646383e-05,-0.000127363767763437,"(np.float64(-0.0002841963167722644), np.float64(3.216011906204099e-05))",0.9954,0.0413,2.3010177283924904e-05,"(np.float64(-0.00019035915171685514), np.float64(0.00024396549762965508))",0.9983,0.7771
dino_dim,dim_351,0.9578681530121336,0.9537879513293579,-0.00020784893476455402,-0.00036391641171018563,,,,,,,,,-0.00020784893476455402,-0.00036391641171018563,-0.00020720079123835884,"(np.float64(-0.00046711679352347046), np.float64(4.1199486549420846e-05))",0.9946,0.034,-0.0003624978013962128,"(np.float64(-0.0007092465346459364), np.float64(-2.4009883553490683e-05))",0.9913,0.0037
dino_dim,dim_352,0.9581166419286564,0.9542699232459301,4.063998175829475e-05,0.00011805550486199134,,,,,,,,,4.063998175829475e-05,0.00011805550486199134,4.064688509915135e-05,"(np.float64(-7.07616484889667e-05), np.float64(0.00015474036741693783))",1.0,0.3536,0.00011841390134048502,"(np.float64(-7.582120398657133e-05), np.float64(0.0003175958513591934))",0.996,0.0996
dino_dim,dim_353,0.9580193326991208,0.9539839947024688,-5.6669247777363374e-05,-0.000167873038599331,,,,,,,,,-5.6669247777363374e-05,-0.000167873038599331,-5.5826541061628806e-05,"(np.float64(-0.00016832644658024308), np.float64(5.18497579891485e-05))",0.9847,0.2516,-0.0001676398042073897,"(np.float64(-0.0003168759548226857), np.float64(-2.292848468759224e-05))",0.996,0.002
dino_dim,dim_354,0.9580320012036327,0.9541187469407104,-4.400074326538217e-05,-3.3120800357666624e-05,,,,,,,,,-4.400074326538217e-05,-3.3120800357666624e-05,-4.370796205501409e-05,"(np.float64(-0.00022867247621852438), np.float64(0.00013471289322943702))",0.9967,0.5719,-3.2088624316833455e-05,"(np.float64(-0.00024095335741629642), np.float64(0.0001670778526562667))",0.988,0.6765
dino_dim,dim_355,0.95822314294409,0.95419279283184,0.00014714099719181917,4.0925090771914974e-05,,,,,,,,,0.00014714099719181917,4.0925090771914974e-05,0.00014766466933602556,"(np.float64(-4.857030572852638e-05), np.float64(0.00034939172969872435))",0.9942,0.0606,4.120690800963356e-05,"(np.float64(-0.00025648421570772075), np.float64(0.00033867172338098534))",0.9978,0.7157
dino_dim,dim_356,0.9580580492791417,0.9540039737361895,-1.795266775639348e-05,-0.0001478940048785793,,,,,,,,,-1.795266775639348e-05,-0.0001478940048785793,-1.7856452136880575e-05,"(np.float64(-0.00015032229953054809), np.float64(0.00011196475950184938))",0.9989,0.7263,-0.00014792380070476047,"(np.float64(-0.00037540387055214395), np.float64(6.766207288573264e-05))",0.9998,0.0625
dino_dim,dim_357,0.9579444925830349,0.9539318566143057,-0.00013150936386319145,-0.0002200111267623983,,,,,,,,,-0.00013150936386319145,-0.0002200111267623983,-0.00013234429926479397,"(np.float64(-0.00033930847221928405), np.float64(6.373323738374913e-05))",0.9925,0.0921,-0.00022143790361118037,"(np.float64(-0.000580238601357585), np.float64(0.0001264807085735613))",0.9904,0.095
dino_dim,dim_358,0.9579033686726615,0.9539823448764152,-0.00017263327423666652,-0.00016952286465288235,,,,,,,,,-0.00017263327423666652,-0.00016952286465288235,-0.00017248262230311136,"(np.float64(-0.00033055131596635865), np.float64(-1.8453229744163754e-05))",0.9974,0.0051,-0.00016886375943305656,"(np.float64(-0.0003916685727059194), np.float64(5.64209510650276e-05))",0.9944,0.0456
dino_dim,dim_359,0.9581282428174862,0.954150663736709,5.22408705880828e-05,-1.204004359101063e-06,,,,,,,,,5.22408705880828e-05,-1.204004359101063e-06,5.204779143007854e-05,"(np.float64(-6.500330615053174e-05), np.float64(0.00017378113598217473))",0.9975,0.2613,-9.303513952285347e-07,"(np.float64(-0.00018461691460906315), np.float64(0.00021183859108831607))",0.9969,0.9854
dino_dim,dim_360,0.9579472424325448,0.9538152151992839,-0.000128759514353316,-0.0003366525417841659,,,,,,,,,-0.000128759514353316,-0.0003366525417841659,-0.00012822268049626106,"(np.float64(-0.00037790502820602036), np.float64(0.00011698395223759413))",0.9953,0.1743,-0.00033472890508083353,"(np.float64(-0.0007161590446627141), np.float64(3.891663026182043e-05))",0.9896,0.0152
dino_dim,dim_361,0.9579781179215356,0.9540016202607515,-9.788402536248242e-05,-0.00015024748031655655,,,,,,,,,-9.788402536248242e-05,-0.00015024748031655655,-9.788452617361324e-05,"(np.float64(-0.00028335084046943567), np.float64(8.402988635261392e-05))",1.0,0.1729,-0.0001495050976293753,"(np.float64(-0.0003771424190000078), np.float64(6.714338443565425e-05))",0.9902,0.0606
dino_dim,dim_362,0.9580989689479957,0.9542096385835284,2.2967001097606854e-05,5.777084246028075e-05,,,,,,,,,2.2967001097606854e-05,5.777084246028075e-05,2.2319662215144788e-05,"(np.float64(-0.00010677214263499435), np.float64(0.00014763900415481825))",0.9893,0.642,5.6967562959596486e-05,"(np.float64(-0.00012401068567678862), np.float64(0.0002366946536595609))",0.9913,0.3824
dino_dim,dim_363,0.9577870685396033,0.9539075018502776,-0.0002889334072948557,-0.00024436589079046556,,,,,,,,,-0.0002889334072948557,-0.00024436589079046556,-0.000288863082976057,"(np.float64(-0.0004987941901477139), np.float64(-8.950873457560867e-05))",0.9987,0.0004,-0.0002440107775087755,"(np.float64(-0.0005189891231893435), np.float64(1.990114125424425e-05))",0.9969,0.0097
dino_dim,dim_364,0.9580581784070846,0.9541625909441583,-1.78235398134996e-05,1.0723203090257094e-05,,,,,,,,,-1.78235398134996e-05,1.0723203090257094e-05,-1.776525513878715e-05,"(np.float64(-0.0001680588425886337), np.float64(0.00013236371393179005))",0.9994,0.7747,1.0884231979441773e-05,"(np.float64(-0.00017110894540825982), np.float64(0.00019616385967103126))",0.9981,0.872
dino_dim,dim_365,0.958175365726956,0.9541067285093866,9.936378005792612e-05,-4.513923168147915e-05,,,,,,,,,9.936378005792612e-05,-4.513923168147915e-05,9.812513960956249e-05,"(np.float64(-4.780221910754556e-05), np.float64(0.00023938817571835408))",0.9831,0.0789,-4.6773734816950744e-05,"(np.float64(-0.00027459525785514694), np.float64(0.00018182452865966888))",0.9858,0.5744
