ablation_type,ablation_details,pearson_corr,spearman_corr,pearson_delta,spearman_delta,pearson_p_value,spearman_p_value,pearson_ci_lower,pearson_ci_upper,spearman_ci_lower,spearman_ci_upper,pearson_mean_diff,spearman_mean_diff,observed_pearson_diff,observed_spearman_diff,pearson_mean_diff_boot,pearson_ci_95,pearson_p_value_boot,pearson_p_value_perm,spearman_mean_diff_boot,spearman_ci_95,spearman_p_value_boot,spearman_p_value_perm
dino_dim,dim_226,0.9580036772758891,0.9541337868173294,-7.232467100903861e-05,-1.808092373867254e-05,,,,,,,,,-7.232467100903861e-05,-1.808092373867254e-05,-7.163395337242598e-05,"(np.float64(-0.00019096457228598706), np.float64(4.471839836208078e-05))",0.986,0.1119,-1.6182689484851766e-05,"(np.float64(-0.00021851504418652135), np.float64(0.0001833673956634818))",0.9795,0.7969
dino_dim,dim_227,0.957961150063824,0.9540323182253702,-0.00011485188307414074,-0.00011954951569792538,,,,,,,,,-0.00011485188307414074,-0.00011954951569792538,-0.00011583778674851888,"(np.float64(-0.0002276912320295904), np.float64(-5.090871255420013e-06))",0.9824,0.0061,-0.00012013251169688654,"(np.float64(-0.0002630157890892665), np.float64(1.92519250142885e-05))",0.9901,0.0131
dino_dim,dim_228,0.9580569314784135,0.9541696604174681,-1.9070468484594372e-05,1.7792676400008034e-05,,,,,,,,,-1.9070468484594372e-05,1.7792676400008034e-05,-1.844467088199212e-05,"(np.float64(-0.0001485696000952258), np.float64(0.00011711209668796058))",0.9903,0.7119,1.895840975979778e-05,"(np.float64(-0.00017623469791626267), np.float64(0.0002212821264637573))",0.9864,0.798
dino_dim,dim_229,0.9580740593308998,0.9540739514948694,-1.9426159982849356e-06,-7.791624619868376e-05,,,,,,,,,-1.9426159982849356e-06,-7.791624619868376e-05,-1.4352149145283043e-06,"(np.float64(-0.00011818131340864845), np.float64(0.00010762789262408949))",0.9894,0.9655,-7.693906258726567e-05,"(np.float64(-0.00025862106677093324), np.float64(0.00010119693173426617))",0.9897,0.2338
dino_dim,dim_230,0.9578291034836564,0.9537277450800699,-0.00024689846324177367,-0.0004241226609982274,,,,,,,,,-0.00024689846324177367,-0.0004241226609982274,-0.00024667876529710695,"(np.float64(-0.0005787068347167262), np.float64(7.293799808671545e-05))",0.9991,0.0606,-0.0004253936486580328,"(np.float64(-0.0010156965086689257), np.float64(0.0001313104416385783))",0.9939,0.0495
dino_dim,dim_231,0.9580489927425502,0.9541674964146873,-2.7009204347949733e-05,1.5628673619261235e-05,,,,,,,,,-2.7009204347949733e-05,1.5628673619261235e-05,-2.717896542751339e-05,"(np.float64(-0.0001038578251718547), np.float64(5.092798137312709e-05))",0.9957,0.3877,1.5235852247565218e-05,"(np.float64(-0.00011713774699248391), np.float64(0.00014634466088365433))",0.9935,0.7325
dino_dim,dim_232,0.9579973802763888,0.954197046547538,-7.862167050931568e-05,4.517880646992545e-05,,,,,,,,,-7.862167050931568e-05,4.517880646992545e-05,-7.882443000199327e-05,"(np.float64(-0.0002428879142510354), np.float64(8.256384826142821e-05))",0.9977,0.2113,4.408309585335375e-05,"(np.float64(-0.000225193077208935), np.float64(0.00029838654354980004))",0.9902,0.6389
dino_dim,dim_233,0.9580660872650331,0.9539475344239325,-9.914681865064168e-06,-0.00020433331713554104,,,,,,,,,-9.914681865064168e-06,-0.00020433331713554104,-9.058290236436595e-06,"(np.float64(-0.00021275516070642597), np.float64(0.00019391331160219336))",0.99,0.9033,-0.00020312038372441855,"(np.float64(-0.0005724710067031757), np.float64(0.000159185625374919))",0.9934,0.1382
dino_dim,dim_234,0.9581379617501216,0.9541397451378144,6.195980322343253e-05,-1.2122603253672537e-05,,,,,,,,,6.195980322343253e-05,-1.2122603253672537e-05,6.200715686998477e-05,"(np.float64(-7.196586332874399e-05), np.float64(0.00019761267826599535))",0.9986,0.2381,-1.018896983765355e-05,"(np.float64(-0.00023131606201133524), np.float64(0.00021134503689657454))",0.9821,0.8829
dino_dim,dim_235,0.957888243229395,0.9538775900888672,-0.0001877587175030948,-0.00027427765220089384,,,,,,,,,-0.0001877587175030948,-0.00027427765220089384,-0.00018798838092510167,"(np.float64(-0.0004141062612364671), np.float64(3.340867753140451e-05))",0.9978,0.0519,-0.00027451441447669484,"(np.float64(-0.0005833430735456497), np.float64(1.5848597473986367e-05))",0.9988,0.0135
dino_dim,dim_236,0.9580883104021687,0.9541040238287674,1.2308455270559904e-05,-4.784391230072682e-05,,,,,,,,,1.2308455270559904e-05,-4.784391230072682e-05,1.2494802862071929e-05,"(np.float64(-0.00011751636981554402), np.float64(0.00014741304235261183))",0.9973,0.8104,-4.7475830787035055e-05,"(np.float64(-0.00019879721869577093), np.float64(0.00010385246900796814))",0.9935,0.3592
dino_dim,dim_237,0.9581023081070896,0.9541741815221507,2.630616019150267e-05,2.231378108263904e-05,,,,,,,,,2.630616019150267e-05,2.231378108263904e-05,2.6233054607682594e-05,"(np.float64(-8.484999475136368e-05), np.float64(0.00014320962975447328))",0.9979,0.5469,2.2576233246626422e-05,"(np.float64(-0.00014259327749172767), np.float64(0.00019668090018023064))",0.9963,0.7203
dino_dim,dim_238,0.9579223941045412,0.9540748677486672,-0.000153607842356962,-7.69999924008502e-05,,,,,,,,,-0.000153607842356962,-7.69999924008502e-05,-0.00015462207222365673,"(np.float64(-0.0003555071925828973), np.float64(4.675287022891033e-05))",0.9888,0.0541,-7.855272071065571e-05,"(np.float64(-0.0003781429755986854), np.float64(0.0002111774425783312))",0.9893,0.4982
dino_dim,dim_239,0.9578992811002328,0.9539329859809493,-0.00017672084666531251,-0.00021888176011874982,,,,,,,,,-0.00017672084666531251,-0.00021888176011874982,-0.0001759810660531253,"(np.float64(-0.0004890691855729473), np.float64(0.0001406856124198105))",0.9958,0.1587,-0.00021600318514574516,"(np.float64(-0.0007115191113514096), np.float64(0.00028363681107117385))",0.9877,0.2578
dino_dim,dim_240,0.9579895417145954,0.9541559326007235,-8.646023230274302e-05,4.0648596554282435e-06,,,,,,,,,-8.646023230274302e-05,4.0648596554282435e-06,-8.650413871057037e-05,"(np.float64(-0.0002182407771568834), np.float64(4.0733466729962293e-05))",0.9997,0.0899,4.219232280092678e-06,"(np.float64(-0.00015813071358982856), np.float64(0.00016271192610570336))",0.9989,0.9446
dino_dim,dim_241,0.9579236326065703,0.9539629363118863,-0.00015236934032780702,-0.000188931429181749,,,,,,,,,-0.00015236934032780702,-0.000188931429181749,-0.00015200418456072176,"(np.float64(-0.0003403559394881206), np.float64(3.824749022053647e-05))",0.9962,0.04,-0.00018820168913904575,"(np.float64(-0.0004376546315627039), np.float64(6.767477778565785e-05))",0.9952,0.0474
dino_dim,dim_242,0.9581673650736013,0.9541806350400096,9.136312670321445e-05,2.87672989415233e-05,,,,,,,,,9.136312670321445e-05,2.87672989415233e-05,9.091561307826196e-05,"(np.float64(-7.034142333652293e-06), np.float64(0.00019233848366679172))",0.9928,0.0154,2.873100806515001e-05,"(np.float64(-0.00010821871139192085), np.float64(0.00015844479411816024))",0.9997,0.5337
dino_dim,dim_243,0.9580626879747394,0.9540558597649968,-1.3313972158757181e-05,-9.60079760712329e-05,,,,,,,,,-1.3313972158757181e-05,-9.60079760712329e-05,-1.2900209701450183e-05,"(np.float64(-0.00018542212963613026), np.float64(0.0001586136865813137))",0.9949,0.8535,-9.491561219532492e-05,"(np.float64(-0.0003867163097834725), np.float64(0.00018727390172372356))",0.9932,0.3573
dino_dim,dim_244,0.9580558393688829,0.9541234636924983,-2.016257801518151e-05,-2.8404048569741214e-05,,,,,,,,,-2.016257801518151e-05,-2.8404048569741214e-05,-2.0259740272837255e-05,"(np.float64(-0.0001314256419161508), np.float64(9.499748912284327e-05))",0.9985,0.6505,-2.9215960568507183e-05,"(np.float64(-0.00018971656718042183), np.float64(0.00012884708157617376))",0.9872,0.6179
dino_dim,dim_245,0.9579217888113203,0.9540498685118373,-0.0001542131355778409,-0.00010199922923082028,,,,,,,,,-0.0001542131355778409,-0.00010199922923082028,-0.0001551422024204107,"(np.float64(-0.00039235663384100893), np.float64(8.78960821627281e-05))",0.9923,0.1014,-0.0001015035756694993,"(np.float64(-0.00043176382479258703), np.float64(0.00022009718006655527))",0.9956,0.4009
dino_dim,dim_246,0.9580181598440703,0.9541189268637487,-5.7842102827776465e-05,-3.2940877319420636e-05,,,,,,,,,-5.7842102827776465e-05,-3.2940877319420636e-05,-5.9581867358214214e-05,"(np.float64(-0.000271092173818227), np.float64(0.00015366389568214006))",0.9835,0.4887,-3.2717560926580383e-05,"(np.float64(-0.00034906830002978727), np.float64(0.0002921705858534375))",0.9986,0.7814
dino_dim,dim_247,0.9580286682053425,0.9540900156866272,-4.733374155563297e-05,-6.185205444086961e-05,,,,,,,,,-4.733374155563297e-05,-6.185205444086961e-05,-4.719341617485984e-05,"(np.float64(-0.0001884031676454795), np.float64(9.074397224293577e-05))",0.998,0.3849,-6.029629358008095e-05,"(np.float64(-0.00027141922628263484), np.float64(0.00014807823683146088))",0.9846,0.404
dino_dim,dim_248,0.9579910253052594,0.9540789808706241,-8.497664163875651e-05,-7.288687044393338e-05,,,,,,,,,-8.497664163875651e-05,-7.288687044393338e-05,-8.410165813569774e-05,"(np.float64(-0.00018324936424058747), np.float64(1.1837812844210752e-05))",0.981,0.067,-7.240567851819272e-05,"(np.float64(-0.00017916526143017808), np.float64(3.3694892523434153e-05))",0.9908,0.0775
dino_dim,dim_249,0.9581457158113198,0.9542156767051324,6.971386442167216e-05,6.38089640643269e-05,,,,,,,,,6.971386442167216e-05,6.38089640643269e-05,6.965546589878839e-05,"(np.float64(-7.23439128787301e-05), np.float64(0.00021674220942678767))",0.9993,0.2275,6.393733677183096e-05,"(np.float64(-0.00016910468382011324), np.float64(0.00030239864365523035))",0.9988,0.4698
dino_dim,dim_250,0.9579398073056264,0.9540229912694599,-0.0001361946412716808,-0.00012887647160819693,,,,,,,,,-0.0001361946412716808,-0.00012887647160819693,-0.00013631411890491327,"(np.float64(-0.0003553825123331483), np.float64(7.242052125217069e-05))",0.9991,0.1014,-0.00012910413681540837,"(np.float64(-0.0005052979875775598), np.float64(0.0002323969642248713))",0.9994,0.3376
dino_dim,dim_251,0.958194866563618,0.9543500869166714,0.00011886461671983817,0.00019821917560336466,,,,,,,,,0.00011886461671983817,0.00019821917560336466,0.00011795035592061182,"(np.float64(-4.194941754369907e-05), np.float64(0.0002763870372221068))",0.9875,0.0559,0.00019802687927049703,"(np.float64(-7.000180796868982e-05), np.float64(0.0004701955688606227))",0.9986,0.0445
dino_dim,dim_252,0.9581049016892296,0.9542610256453928,2.889974233144521e-05,0.00010915790432475259,,,,,,,,,2.889974233144521e-05,0.00010915790432475259,2.912476357514352e-05,"(np.float64(-0.00010738652405986648), np.float64(0.00016612690289604818))",0.9978,0.5982,0.00010918353695183299,"(np.float64(-0.00011582832215537852), np.float64(0.0003459431392025429))",0.9998,0.1857
dino_dim,dim_253,0.9581081448639854,0.9540194114293189,3.2142917087307765e-05,-0.00013245631174918504,,,,,,,,,3.2142917087307765e-05,-0.00013245631174918504,3.174312172355258e-05,"(np.float64(-0.00016552716607012573), np.float64(0.00023228217716007654))",0.9968,0.6805,-0.0001305081044481808,"(np.float64(-0.0004542767858294533), np.float64(0.00018987309814874896))",0.9881,0.2658
dino_dim,dim_254,0.9581461676308172,0.954365818385859,7.016568391904343e-05,0.00021395064479090564,,,,,,,,,7.016568391904343e-05,0.00021395064479090564,6.990364813730896e-05,"(np.float64(-0.00010209744162709754), np.float64(0.00024436052807650456))",0.9968,0.3157,0.00021342233456376212,"(np.float64(-6.030733922965325e-05), np.float64(0.0004939867669885323))",0.9964,0.0368
dino_dim,dim_255,0.9580592225680096,0.954115204790545,-1.6779378888553964e-05,-3.666295052306978e-05,,,,,,,,,-1.6779378888553964e-05,-3.666295052306978e-05,-1.649972708448747e-05,"(np.float64(-9.5938728478005e-05), np.float64(6.29237317064895e-05))",0.9933,0.5944,-3.6290072567493525e-05,"(np.float64(-0.00015285799194430684), np.float64(8.636414038421178e-05))",0.993,0.3676
dino_dim,dim_256,0.9580014397380063,0.9538531801691534,-7.456220889179299e-05,-0.00029868757191464645,,,,,,,,,-7.456220889179299e-05,-0.00029868757191464645,-7.580431368279691e-05,"(np.float64(-0.00035089417728432495), np.float64(0.0001907792280113212))",0.9909,0.479,-0.0002980842837035719,"(np.float64(-0.0007101218340544863), np.float64(0.0001124756040602736))",0.9975,0.0459
dino_dim,dim_257,0.9580458229922213,0.954177077948811,-3.0178954676829406e-05,2.52102077429317e-05,,,,,,,,,-3.0178954676829406e-05,2.52102077429317e-05,-3.057889140557104e-05,"(np.float64(-0.0001273811626044369), np.float64(6.263136260361172e-05))",0.9908,0.425,2.480412890254301e-05,"(np.float64(-0.00013639848676919142), np.float64(0.0001865904084825128))",0.994,0.6612
dino_dim,dim_258,0.9579138567598993,0.9538924654919347,-0.00016214518699886327,-0.00025940224913334475,,,,,,,,,-0.00016214518699886327,-0.00025940224913334475,-0.00016172057850137727,"(np.float64(-0.0003170046550188965), np.float64(-9.146660383739082e-06))",0.9938,0.0104,-0.00025891625336306586,"(np.float64(-0.0005050214610808362), np.float64(-8.018112351561824e-06))",0.9962,0.0039
dino_dim,dim_259,0.9579641323943,0.954005942965611,-0.00011186955259812059,-0.0001459247754570514,,,,,,,,,-0.00011186955259812059,-0.0001459247754570514,-0.00011159201723239414,"(np.float64(-0.00024221422325907739), np.float64(1.861941403041085e-05))",0.9966,0.0281,-0.00014659862599568664,"(np.float64(-0.0003690530669642356), np.float64(7.61816100928995e-05))",0.9937,0.067
dino_dim,dim_260,0.9579515411103291,0.9538987300339228,-0.00012446083656902918,-0.00025313770714530115,,,,,,,,,-0.00012446083656902918,-0.00025313770714530115,-0.00012227542918996398,"(np.float64(-0.000382257510021824), np.float64(0.00013069033719951908))",0.9847,0.2057,-0.00024892865435069314,"(np.float64(-0.0006847079911036169), np.float64(0.0001797987306115595))",0.981,0.1075
dino_dim,dim_261,0.958007455098193,0.9541801255298723,-6.854684870516436e-05,2.825778880422014e-05,,,,,,,,,-6.854684870516436e-05,2.825778880422014e-05,-6.810404938952646e-05,"(np.float64(-0.00019521772353811584), np.float64(5.4053261915414615e-05))",0.9938,0.1759,2.7533463375881582e-05,"(np.float64(-0.00015667316217794436), np.float64(0.00020482122963616953))",0.9919,0.6703
dino_dim,dim_262,0.9581328500360269,0.9542232098369774,5.684808912875816e-05,7.134209590931029e-05,,,,,,,,,5.684808912875816e-05,7.134209590931029e-05,5.6949805320446335e-05,"(np.float64(-0.000121159156273275), np.float64(0.00023422368434891574))",0.9981,0.4147,7.059728140972544e-05,"(np.float64(-0.00021452710570856403), np.float64(0.0003630437456101607))",0.995,0.4914
dino_dim,dim_263,0.9581555241027173,0.9542652363994893,7.952215581918942e-05,0.00011336865842126453,,,,,,,,,7.952215581918942e-05,0.00011336865842126453,7.999731797749897e-05,"(np.float64(-4.801715776847848e-05), np.float64(0.00021683339871667647))",0.9907,0.1207,0.00011371437824696722,"(np.float64(-4.693112179394221e-05), np.float64(0.0002805509265631809))",0.9948,0.0497
dino_dim,dim_264,0.9578857280212738,0.9538607731116933,-0.000190273925624318,-0.0002910946293748218,,,,,,,,,-0.000190273925624318,-0.0002910946293748218,-0.0001884031823288175,"(np.float64(-0.0003871219774875856), np.float64(5.746692341093083e-06))",0.9804,0.0191,-0.00028976943259911955,"(np.float64(-0.0006009992377903311), np.float64(7.295240612972254e-06))",0.9913,0.0143
dino_dim,dim_265,0.9580042528192297,0.9539792465375005,-7.17491276683857e-05,-0.00017262120356753563,,,,,,,,,-7.17491276683857e-05,-0.00017262120356753563,-7.20923660567913e-05,"(np.float64(-0.0003139152347843216), np.float64(0.00016814269999376708))",0.9974,0.4638,-0.0001718394849129455,"(np.float64(-0.0006168548860960626), np.float64(0.0002714961455239548))",0.996,0.3112
dino_dim,dim_266,0.9581044295083289,0.9543652023047777,2.8427561430732773e-05,0.000213334563709644,,,,,,,,,2.8427561430732773e-05,0.000213334563709644,2.8193462724866635e-05,"(np.float64(-9.963548237424957e-05), np.float64(0.00016031952869234635))",0.9968,0.5797,0.00021228422631295801,"(np.float64(-4.211247279961305e-05), np.float64(0.0004736322312725565))",0.9926,0.0211
dino_dim,dim_267,0.957960385213688,0.9540787396174024,-0.00011561673321014432,-7.312812366566668e-05,,,,,,,,,-0.00011561673321014432,-7.312812366566668e-05,-0.00011505514036812259,"(np.float64(-0.0002730699408979359), np.float64(3.6424003765078075e-05))",0.9925,0.0597,-7.11476401067542e-05,"(np.float64(-0.0003537884568106009), np.float64(0.00017481738861891303))",0.9842,0.4546
dino_dim,dim_268,0.9579041674721673,0.9534857520152362,-0.00017183447473079205,-0.0006661157258318617,,,,,,,,,-0.00017183447473079205,-0.0006661157258318617,-0.00017154278872893444,"(np.float64(-0.0006066443303157232), np.float64(0.00023481100069704962))",0.9993,0.315,-0.0006677060439520579,"(np.float64(-0.0013357699378597277), np.float64(-2.784619805671703e-05))",0.9953,0.0065
dino_dim,dim_269,0.9579150294859169,0.9539784149678023,-0.00016097246098123463,-0.0001734527732657476,,,,,,,,,-0.00016097246098123463,-0.0001734527732657476,-0.00015940205715520866,"(np.float64(-0.00036227387176871405), np.float64(4.361082198757469e-05))",0.9831,0.0458,-0.00017175991068290697,"(np.float64(-0.0005021753724730143), np.float64(0.0001579791554483143))",0.988,0.1629
dino_dim,dim_270,0.9579962452945838,0.9536792894902767,-7.975665231430007e-05,-0.00047257825079138893,,,,,,,,,-7.975665231430007e-05,-0.00047257825079138893,-7.90918477814233e-05,"(np.float64(-0.0003483208346654015), np.float64(0.00017528660260363914))",0.9947,0.444,-0.0004741661168185736,"(np.float64(-0.0009015318186712034), np.float64(-7.643675638930542e-05))",0.9919,0.0018
dino_dim,dim_271,0.9579443457078187,0.9540527802681451,-0.00013165623907940294,-9.908747292297626e-05,,,,,,,,,-0.00013165623907940294,-9.908747292297626e-05,-0.00013098343165998094,"(np.float64(-0.0002751068632003095), np.float64(1.9379892748572704e-05))",0.9917,0.0241,-9.951439800028523e-05,"(np.float64(-0.00026720869993171025), np.float64(6.795963057911119e-05))",0.9949,0.1179
dino_dim,dim_272,0.9581272373961887,0.9541625534996478,5.123544929053203e-05,1.0685758579764837e-05,,,,,,,,,5.123544929053203e-05,1.0685758579764837e-05,5.112656767519426e-05,"(np.float64(-9.292082102362154e-05), np.float64(0.00020000623774875262))",0.9986,0.3681,1.1685525993390212e-05,"(np.float64(-0.00024411161751439813), np.float64(0.0002713145089181504))",0.9914,0.9105
dino_dim,dim_273,0.9580655078436927,0.9541271451798758,-1.0494103205416216e-05,-2.472256119223637e-05,,,,,,,,,-1.0494103205416216e-05,-2.472256119223637e-05,-1.0856355189893974e-05,"(np.float64(-0.0001064946094904301), np.float64(8.775628689811164e-05))",0.9922,0.7871,-2.428878681333294e-05,"(np.float64(-0.00016291800447664373), np.float64(0.00011319856442656717))",0.994,0.5974
dino_dim,dim_274,0.958025141516391,0.9540956553576413,-5.086043050717137e-05,-5.621238342679025e-05,,,,,,,,,-5.086043050717137e-05,-5.621238342679025e-05,-5.148971255364856e-05,"(np.float64(-0.00023815009498104334), np.float64(0.00014112120048230173))",0.9928,0.4997,-5.7120679936287864e-05,"(np.float64(-0.00034786543204398445), np.float64(0.00025331426264996865))",0.9941,0.6088
dino_dim,dim_275,0.9579948581558491,0.9539191870505891,-8.114379104906533e-05,-0.00023268069047899242,,,,,,,,,-8.114379104906533e-05,-0.00023268069047899242,-8.08746948054566e-05,"(np.float64(-0.00020199502397923508), np.float64(4.233336865070426e-05))",0.9963,0.0965,-0.0002323462715230288,"(np.float64(-0.00046569361320583256), np.float64(-1.533855040361206e-05))",0.9971,0.0048
dino_dim,dim_276,0.9580978475954579,0.9542252258092108,2.1845648559781772e-05,7.335806814268153e-05,,,,,,,,,2.1845648559781772e-05,7.335806814268153e-05,2.2262581092118506e-05,"(np.float64(-9.873318196698622e-05), np.float64(0.000145833950486412))",0.9923,0.6688,7.341717268946567e-05,"(np.float64(-0.00013031346558193158), np.float64(0.0002754093418662339))",0.9994,0.3198
dino_dim,dim_277,0.9580600893973827,0.9540727231138828,-1.5912549515384455e-05,-7.914462718527915e-05,,,,,,,,,-1.5912549515384455e-05,-7.914462718527915e-05,-1.562183977697571e-05,"(np.float64(-0.00012031228420258555), np.float64(8.661818395630954e-05))",0.9936,0.7009,-7.854441860886805e-05,"(np.float64(-0.00024106312348929514), np.float64(7.106406775359938e-05))",0.9919,0.1353
dino_dim,dim_278,0.9579894424941944,0.953938547621624,-8.655945270374943e-05,-0.00021332011944408258,,,,,,,,,-8.655945270374943e-05,-0.00021332011944408258,-8.564348960592192e-05,"(np.float64(-0.0002635032779780433), np.float64(9.080979571890624e-05))",0.9902,0.2172,-0.0002101916297628244,"(np.float64(-0.0005039650767040299), np.float64(6.676650250060583e-05))",0.9782,0.0454
dino_dim,dim_279,0.9580199821686549,0.9540328076368739,-5.601977824321036e-05,-0.00011906010419415747,,,,,,,,,-5.601977824321036e-05,-0.00011906010419415747,-5.691101186514783e-05,"(np.float64(-0.00032189692666302004), np.float64(0.0002073686658891171))",0.9926,0.5938,-0.00012006182427594715,"(np.float64(-0.0005145405904504353), np.float64(0.0002694714981937517))",0.9939,0.4201
dino_dim,dim_280,0.958098113235907,0.954128857712445,2.211128900886372e-05,-2.301002862303836e-05,,,,,,,,,2.211128900886372e-05,-2.301002862303836e-05,2.206336840864618e-05,"(np.float64(-0.0001314000291556644), np.float64(0.00016921328467297934))",0.9992,0.7072,-2.3760530825173008e-05,"(np.float64(-0.00021997099712685374), np.float64(0.00017273767328242011))",0.9914,0.7485
dino_dim,dim_281,0.9580422341996746,0.9541174434193973,-3.376774722352316e-05,-3.442432167077847e-05,,,,,,,,,-3.376774722352316e-05,-3.442432167077847e-05,-3.444207231903952e-05,"(np.float64(-0.0001718362583786237), np.float64(0.00010406783633727796))",0.9909,0.5193,-3.5473061537051765e-05,"(np.float64(-0.00024219455907468156), np.float64(0.00017324970870558165))",0.9915,0.6477
dino_dim,dim_282,0.9580881099347335,0.9542271617348469,1.2107987835352496e-05,7.52939937788133e-05,,,,,,,,,1.2107987835352496e-05,7.52939937788133e-05,1.2955190683030848e-05,"(np.float64(-0.00023121071348143396), np.float64(0.0002605195949075887))",0.9926,0.8976,7.619501009576155e-05,"(np.float64(-0.0003123095162844708), np.float64(0.0004551218225863389))",0.9945,0.6036
dino_dim,dim_283,0.958101667224009,0.9541883460961076,2.5665277110897833e-05,3.647835503950425e-05,,,,,,,,,2.5665277110897833e-05,3.647835503950425e-05,2.5706664366097642e-05,"(np.float64(-7.003311209283158e-05), np.float64(0.0001228163862142027))",0.9992,0.503,3.6515613618409284e-05,"(np.float64(-0.00011677611350326189), np.float64(0.00019109494135839577))",0.9997,0.4994
dino_dim,dim_284,0.958114207398082,0.9542368170212878,3.82054511838259e-05,8.494928021973713e-05,,,,,,,,,3.82054511838259e-05,8.494928021973713e-05,3.8234724034410396e-05,"(np.float64(-5.4605920480837456e-05), np.float64(0.00012921419351752985))",0.9994,0.2811,8.517462277246787e-05,"(np.float64(-6.987710044048245e-05), np.float64(0.00024263214874883294))",0.9979,0.12
dino_dim,dim_285,0.9579967321434109,0.9540312024292202,-7.926980348726964e-05,-0.00012066531184784512,,,,,,,,,-7.926980348726964e-05,-0.00012066531184784512,-7.93579459903804e-05,"(np.float64(-0.00023722966135698796), np.float64(7.791047881145696e-05))",0.9985,0.1974,-0.00012113267589076248,"(np.float64(-0.0003482537098741112), np.float64(9.045158732073883e-05))",0.9971,0.1236
dino_dim,dim_286,0.9580558342547476,0.9541679656077643,-2.0167692150518945e-05,1.6097866696207497e-05,,,,,,,,,-2.0167692150518945e-05,1.6097866696207497e-05,-2.007538733301941e-05,"(np.float64(-0.000108377335673005), np.float64(6.87642118834253e-05))",0.9973,0.5556,1.574590289642478e-05,"(np.float64(-0.00011814853032538318), np.float64(0.00014850754459726332))",0.9953,0.7253
dino_dim,dim_287,0.958091669846477,0.9541491905842243,1.566789957885284e-05,-2.6771568437666815e-06,,,,,,,,,1.566789957885284e-05,-2.6771568437666815e-06,1.471267521958709e-05,"(np.float64(-7.439683886196313e-05), np.float64(0.0001055913751105228))",0.9798,0.6614,-3.891213494902201e-06,"(np.float64(-0.00014867802470761192), np.float64(0.00014245585905574558))",0.9844,0.9595
dino_dim,dim_288,0.957769737835222,0.9537231826239436,-0.00030626411167611334,-0.000428685117124461,,,,,,,,,-0.00030626411167611334,-0.000428685117124461,-0.0003065080866479723,"(np.float64(-0.0004494400954311589), np.float64(-0.00017221326701001037))",0.996,0.0,-0.00042804708013403155,"(np.float64(-0.0006761215455923153), np.float64(-0.00019677011717788854))",0.9932,0.0
dino_dim,dim_289,0.9580530725862648,0.9541143418076667,-2.2929360633305862e-05,-3.752593340133892e-05,,,,,,,,,-2.2929360633305862e-05,-3.752593340133892e-05,-2.2832421878252873e-05,"(np.float64(-9.8824589519948e-05), np.float64(5.7229415496501304e-05))",0.9971,0.4461,-3.683378815537477e-05,"(np.float64(-0.00017108732064508524), np.float64(0.0001011367944543029))",0.9865,0.4043
dino_dim,dim_290,0.9581979385140265,0.954241083553569,0.00012193656712833345,8.921581250087574e-05,,,,,,,,,0.00012193656712833345,8.921581250087574e-05,0.00012151927244116307,"(np.float64(2.9219695091219357e-05), np.float64(0.0002152744080553137))",0.9908,0.0005,8.932788100355461e-05,"(np.float64(-5.346138683643753e-05), np.float64(0.00023791529350677235))",0.999,0.0751
dino_dim,dim_291,0.9580810924509613,0.9540665279321959,5.0905040631654686e-06,-8.533980887215353e-05,,,,,,,,,5.0905040631654686e-06,-8.533980887215353e-05,5.085572125208926e-06,"(np.float64(-0.00012139689863175263), np.float64(0.00013678699118946792))",0.9999,0.9219,-8.556820483167435e-05,"(np.float64(-0.0003010211510275446), np.float64(0.0001258184379382476))",0.9973,0.2683
dino_dim,dim_292,0.9579482392436705,0.9540112713948381,-0.00012776270322767402,-0.00014059634622998196,,,,,,,,,-0.00012776270322767402,-0.00014059634622998196,-0.00012714741035828027,"(np.float64(-0.000287616289059755), np.float64(3.5846955898064156e-05))",0.9929,0.0418,-0.00013993723262832884,"(np.float64(-0.0003729271955938457), np.float64(9.729621538550614e-05))",0.9939,0.0959
dino_dim,dim_293,0.9577483634446486,0.9533996876809462,-0.0003276385022494832,-0.0007521800601218986,,,,,,,,,-0.0003276385022494832,-0.0007521800601218986,-0.0003255764143005854,"(np.float64(-0.0007888191722954574), np.float64(0.00014356124607421212))",0.9916,0.1075,-0.0007459790274404193,"(np.float64(-0.001475613323590525), np.float64(-5.137698681306449e-06))",0.9814,0.0068
dino_dim,dim_294,0.958041677389357,0.9540067124628658,-3.432455754115438e-05,-0.00014515527820224694,,,,,,,,,-3.432455754115438e-05,-0.00014515527820224694,-3.4879801781439136e-05,"(np.float64(-0.00018930150873122607), np.float64(0.00011190219785431488))",0.9932,0.5551,-0.00014433661603025893,"(np.float64(-0.0004157527037000097), np.float64(0.0001169223859527076))",0.9933,0.127
dino_dim,dim_295,0.9581375065554671,0.9542120541372265,6.150460856901852e-05,6.0186396158457e-05,,,,,,,,,6.150460856901852e-05,6.0186396158457e-05,6.11322561082506e-05,"(np.float64(-0.00014781826652952135), np.float64(0.000265749741398844))",0.9963,0.4607,5.9512410170565836e-05,"(np.float64(-0.0002095297175245103), np.float64(0.000333958721434404))",0.9944,0.5433
